authors,bbox,created,creators,currentVersion,description,featureType,geometry,id,locationPrecision,locationType,maxDate,minDate,modified,path,pid,reprLat,reprLatLong,reprLong,timePeriods,timePeriodsKeys,timePeriodsRange,title,uid,TypesOfFeature,continent,country,hasConnectionsWith,connectsWith,DeltaAge,noOfFeaturesBuiltByHuman,natureFeatures
"Loseby, S., R. Talbert, T. Elliott, S. Gillies","4.0, 43.0, 4.5, 43.5",2009-11-01T16:52:26Z,S. Loseby,1,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[4.0, 43.0], [4.0, 43.5], [4.5, 43.5], [4.5, 43.0], [4.0, 43.0]]]}",undetermined,rough,representative,300,-30,2012-02-14T21:30:17Z,/places/148134/undetermined,148134,43.25,"43.25,4.25",4.25,R,roman,"-30.0,300.0",Undetermined location,ef52cdb4d041020a9c716a9c60867fb3,Landform,Europe,France,,,400,1523,535
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","3.435526, 43.351082, 3.435526, 43.351082",2011-03-04T22:26:26Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [3.435526, 43.351082]}",darmc-location-6416,precise,representative,-330,-750,2012-02-14T21:30:18Z,/places/148135/darmc-location-6416,148135,43.351082,"43.351082,3.435526",3.435526,AC,"archaic,classical","-750.0,-330.0",DARMC location 6416,f1e6f1aec6b701d3170a561b95132e6c,Water Source,Europe,France,,,400,1523,535
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","3.240399, 43.475829, 3.240399, 43.475829",2011-03-04T22:27:23Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [3.240399, 43.475829]}",darmc-location-6771,precise,representative,300,-750,2012-02-14T21:30:18Z,/places/148136/darmc-location-6771,148136,43.475829,"43.475829,3.240399",3.240399,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",DARMC location 6771,47f6f3bc6d93ea11c14571635dc454e9,Landform,Europe,Spain,,,400,1523,535
"Ã…hlfeldt, J.","3.229975, 43.475152, 3.229975, 43.475152",2012-10-20T19:20:39Z,jahlfeldt,0,"Representative point location, site precision",settlement,"{""type"": ""Point"", ""coordinates"": [3.229975, 43.475152]}",dare-location,precise,representative,300,-750,2012-10-20T19:20:40Z,/places/148136/dare-location,148136,43.475152,"43.475152,3.229975",3.229975,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",DARE Location,a973944661ace736c0e9ba34c1d075d1,Landform,Unlocated,Unlocated,,,400,,
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","3.737006, 43.604674, 3.737006, 43.604674",2011-08-02T20:59:08Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [3.737006, 43.604674]}",darmc-location-16777,precise,representative,640,-330,2012-02-14T21:30:18Z,/places/148138/darmc-location-16777,148138,43.604674,"43.604674,3.737006",3.737006,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARMC location 16777,e15349229bb6acb17b7dd0c2803d6f10,Water Source,Unlocated,Unlocated,"422,837,383,589","432,900,423,025",400,,
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","4.200436, 43.739746, 4.200436, 43.739746",2011-03-04T22:27:50Z,S. Loseby,2,"1:500,000 scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.",unknown,"{""type"": ""Point"", ""coordinates"": [4.200436, 43.739746]}",darmc-location-7387,precise,representative,300,-30,2019-02-27T19:34:27Z,/places/148139/darmc-location-7387,148139,43.739746,"43.739746,4.200436",4.200436,R,roman,"-30.0,300.0",DARMC location 7387,5fefe3766ff711179ccf09faefb5521f,Landform,Unlocated,Unlocated,,109169,400,,
"Loseby, S., R. Talbert, T. Elliott, S. Gillies","4.0, 43.5, 4.5, 44.0",2009-11-01T16:52:31Z,S. Loseby,1,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[4.0, 43.5], [4.0, 44.0], [4.5, 44.0], [4.5, 43.5], [4.0, 43.5]]]}",undetermined,rough,representative,,,2012-02-14T21:30:19Z,/places/148141/undetermined,148141,43.75,"43.75,4.25",4.25,,,,Undetermined location,1de5682af0f3457f6a80a570fa7ad5d5,Landform,Unlocated,Unlocated,167734,,400,,
"Becker, J., R. Horne","4.2356708, 43.7412659, 4.4496605, 43.9230177",2016-07-25T14:58:21Z,jbecker,2,Representative location based on OpenStreetMap.,settlement-modern,"{""type"": ""Polygon"", ""coordinates"": [[[4.3901641, 43.7412659], [4.3856587, 43.7420639], [4.3776598, 43.7435772], [4.3431535, 43.7569945], [4.2373059, 43.8582625], [4.2356708, 43.8651106], [4.2362454, 43.8744072], [4.2484604, 43.8940696], [4.2699702, 43.9082975], [4.3911238, 43.9230177], [4.3938701, 43.9228967], [4.4072559, 43.9146717], [4.4261079, 43.8964986], [4.4496605, 43.8307995], [4.4062519, 43.7511606], [4.401747, 43.7454582], [4.3977216, 43.7424034], [4.3901641, 43.7412659]]]}",osm-location-of-modern-na-r-mes,precise,representative,2100,1700,2018-06-07T23:23:59Z,/places/148142/osm-location-of-modern-na-r-mes,148142,43.84314979,"43.8431497874,4.3541755708",4.354175571,M,modern,"1700.0,2100.0",OSM location of modern NÃ®mes,b976840d8fb548d489e8b70d2eeb3e96,Landform,Unlocated,Unlocated,,,400,,
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","4.489537, 43.941769, 4.489537, 43.941769",2011-08-02T21:10:24Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [4.489537, 43.941769]}",darmc-location-26116,precise,representative,300,-330,2012-02-14T21:30:20Z,/places/148143/darmc-location-26116,148143,43.941769,"43.941769,4.489537",4.489537,HR,"hellenistic-republican,roman","-330.0,300.0",DARMC location 26116,e11c7c721232070967ae06bb001af068,Landform,Unlocated,Unlocated,,,400,,
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","5.232867, 43.405741, 5.232867, 43.405741",2011-08-02T21:10:17Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [5.232867, 43.405741]}",darmc-location-16810,precise,representative,-30,-550,2012-02-14T21:30:21Z,/places/148144/darmc-location-16810,148144,43.405741,"43.405741,5.232867",5.232867,CH,"classical,hellenistic-republican","-550.0,-30.0",DARMC location 16810,51f07170551d8fc942489e9b3c9947ea,Landform,Unlocated,Unlocated,,"167,845,167,718",400,,
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","3.303714, 43.65493, 3.303714, 43.65493",2011-03-04T22:29:06Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [3.303714, 43.65493]}",darmc-location-16121,precise,representative,300,-30,2012-02-14T21:30:21Z,/places/148146/darmc-location-16121,148146,43.65493,"43.65493,3.303714",3.303714,R,roman,"-30.0,300.0",DARMC location 16121,aec32aba35b26b108559a9678b2630a6,Water Source,Unlocated,Unlocated,,,400,,
"Becker, J.","5.1327154, 43.9179002, 5.1327154, 43.9179002",2017-05-31T03:00:38Z,jbecker,2,Location based on OpenStreetMap,spring,"{""type"": ""Point"", ""coordinates"": [5.1327154, 43.9179002]}",osm-location-of-fontaine-de-vaucluse,precise,representative,2100,1700,2017-06-05T19:25:54Z,/places/148148/osm-location-of-fontaine-de-vaucluse,148148,43.9179002,"43.9179002,5.1327154",5.1327154,M,modern,"1700.0,2100.0",OSM location of Fontaine de Vaucluse,9e526a1b3079476d9968aac58cae7444,Landform,Unlocated,Unlocated,,,400,,
"Becker, J.","2.9657359, 43.2466981, 3.3130242, 43.8296008",2018-08-24T13:31:00Z,jbecker,1,Representative location based on OpenStreetMap.,river,"{""type"": ""Polygon"", ""coordinates"": [[[3.2982197, 43.2466981], [3.0307003, 43.4551686], [2.9866211, 43.5047168], [2.9850956, 43.5066914], [2.9657675, 43.5394785], [2.9657359, 43.5400512], [2.9704363, 43.5616005], [3.0862303, 43.7883292], [3.0907503, 43.795465], [3.0910406, 43.7957066], [3.0947988, 43.7976913], [3.0998281, 43.80014], [3.1007997, 43.8005332], [3.1011424, 43.8006491], [3.1564478, 43.8172716], [3.2441823, 43.8291945], [3.2484577, 43.8296008], [3.3122461, 43.278741], [3.3130242, 43.2677834], [3.3129432, 43.2667693], [3.3120014, 43.264943], [3.3098631, 43.2620287], [3.2982197, 43.2466981]]]}",osm-location-of-lorb-river,precise,representative,2100,1700,2018-08-30T21:21:07Z,/places/148149/osm-location-of-lorb-river,148149,43.56586848,"43.5658684829,3.11972451794",3.119724518,M,modern,"1700.0,2100.0",OSM location of L'Orb (river),919263c215f84d798a6fe1c1196eb48d,Water Source,Unlocated,Unlocated,,"167,652,177,533",400,,
"Becker, J.","5.0776655, 44.2374731, 5.0776655, 44.2374731",2013-09-07T03:30:53Z,jbecker,1,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [5.0776655, 44.2374731]}",location-of-Ovidis-fl,precise,representative,2100,1700,2017-10-27T20:12:24Z,/places/148150/location-of-Ovidis-fl,148150,44.2374731,"44.2374731,5.0776655",5.0776655,M,modern,"1700.0,2100.0",location of Ovidis fl.,0f1502cec9b410c015015505ed6519fd,Landform,Unlocated,Unlocated,,,400,,
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","4.68401, 43.841024, 4.68401, 43.841024",2011-03-04T22:25:01Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [4.68401, 43.841024]}",darmc-location-5115,precise,representative,300,-550,2012-02-14T21:30:23Z,/places/148152/darmc-location-5115,148152,43.841024,"43.841024,4.68401",4.68401,CHR,"classical,hellenistic-republican,roman","-550.0,300.0",DARMC location 5115,7559891641d16a5ff814318293ef534a,Landform,Europe,France,,,400,1523,535
"Ã…hlfeldt, J.","4.207034, 43.720642, 4.207034, 43.720642",2011-11-03T13:59:58Z,jahlfeldt,1,archaeological remains at the cemetery of Pataran,unknown,"{""type"": ""Point"", ""coordinates"": [4.207034, 43.720642]}",center-point-of-the-site-pataran-commune-aigues-vives,precise,representative,,,2012-02-14T21:30:24Z,/places/148153/center-point-of-the-site-pataran-commune-aigues-vives,148153,43.720642,"43.720642,4.207034",4.207034,,,,"Center point of the site Pataran, commune Aigues-Vives",ded2b75754e251b7c4fb7eff636cd911,Landform,Europe,Switzerland,,,400,1523,535
"Ã…hlfeldt, J.","3.369381, 43.579776, 3.369381, 43.579776",2011-11-03T13:24:39Z,jahlfeldt,3,,unknown,"{""type"": ""Point"", ""coordinates"": [3.369381, 43.579776]}",center-point-of-pioch-farrus-commune-cabrieres,precise,representative,,,2012-02-14T21:30:25Z,/places/148156/center-point-of-pioch-farrus-commune-cabrieres,148156,43.579776,"43.579776,3.369381",3.369381,,,,"Center point of Pioch-Farrus, commune CabriÃ¨res",78b8c2e45782269ce8549f3b4e76696f,Landform,Europe,France,43496936,,400,1523,535
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","3.423588, 43.459954, 3.423588, 43.459954",2011-03-04T22:25:23Z,S. Loseby,2,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [3.423588, 43.459954]}",darmc-location-5553,precise,representative,300,-750,2012-02-14T21:30:26Z,/places/148158/darmc-location-5553,148158,43.459954,"43.459954,3.423588",3.423588,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",DARMC location 5553,fcaa9e262b51ad01a4c67357d89c885b,Landform,Unlocated,Unlocated,,,400,,
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","4.520524, 43.753419, 4.520524, 43.753419",2011-03-04T22:28:25Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [4.520524, 43.753419]}",darmc-location-8517,precise,representative,640,300,2012-02-14T21:30:27Z,/places/148160/darmc-location-8517,148160,43.753419,"43.753419,4.520524",4.520524,L,late-antique,"300.0,640.0",DARMC location 8517,c913e7469f0414f7c158e3eba1b572b2,Water Source,Unlocated,Unlocated,,,400,,
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","3.613199, 43.449525, 3.613199, 43.449525",2011-08-02T21:02:45Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [3.613199, 43.449525]}",darmc-location-27504,precise,representative,640,-30,2012-02-14T21:30:28Z,/places/148161/darmc-location-27504,148161,43.449525,"43.449525,3.613199",3.613199,RL,"roman,late-antique","-30.0,640.0",DARMC location 27504,664c11622b9bb64abbcbc6a1957acbee,Landform,Unlocated,Unlocated,,,400,,
"Ã…hlfeldt, J.","3.6143, 43.4401, 3.6143, 43.4401",2012-10-20T19:20:52Z,jahlfeldt,0,"Representative point location, site precision",villa,"{""type"": ""Point"", ""coordinates"": [3.6143, 43.4401]}",dare-location,precise,representative,640,-30,2012-10-20T19:20:53Z,/places/148161/dare-location,148161,43.4401,"43.4401,3.6143",3.6143,RL,"roman,late-antique","-30.0,640.0",DARE Location,e8c0202b048aab974dffcd4df2fed99b,Landform,Europe,France,,,400,1523,535
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","4.217011, 43.604845, 4.217011, 43.604845",2011-03-04T22:30:03Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [4.217011, 43.604845]}",darmc-location-17565,precise,representative,640,300,2012-02-14T21:30:28Z,/places/148162/darmc-location-17565,148162,43.604845,"43.604845,4.217011",4.217011,L,late-antique,"300.0,640.0",DARMC location 17565,015f722e9331e15d06115ce3a74a5870,Water Source,Europe,Italy,,,400,1523,535
"Ã…hlfeldt, J.","4.2167587, 43.604274, 4.2167587, 43.604274",2012-10-20T19:20:54Z,jahlfeldt,0,"Representative point location, site precision",villa,"{""type"": ""Point"", ""coordinates"": [4.2167587, 43.604274]}",dare-location,precise,representative,640,300,2012-10-20T19:20:56Z,/places/148162/dare-location,148162,43.604274,"43.604274,4.2167587",4.2167587,L,late-antique,"300.0,640.0",DARE Location,808730abefc8b6d36e36fc901597edc1,Water Source,Europe,Switzerland,,,400,1523,535
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","4.870512, 44.166326, 4.870512, 44.166326",2011-03-04T22:30:06Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [4.870512, 44.166326]}",darmc-location-17571,precise,representative,300,-30,2012-02-14T21:30:29Z,/places/148165/darmc-location-17571,148165,44.166326,"44.166326,4.870512",4.870512,R,roman,"-30.0,300.0",DARMC location 17571,7f41670919e547b2a0ceaafeb0584e53,Landform,Europe,Switzerland,,,400,1523,535
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","4.361472, 43.701887, 4.361472, 43.701887",2011-03-04T22:30:08Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [4.361472, 43.701887]}",darmc-location-17572,precise,representative,640,300,2012-02-14T21:30:29Z,/places/148166/darmc-location-17572,148166,43.701887,"43.701887,4.361472",4.361472,L,late-antique,"300.0,640.0",DARMC location 17572,4b8ee401ac7ee8b3de0bd527123410ee,Water Source,Europe,Austria,,,400,1523,535
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","4.433072, 43.683289, 4.433072, 43.683289",2011-03-04T22:25:21Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [4.433072, 43.683289]}",darmc-location-5533,precise,representative,300,-550,2012-02-14T21:30:30Z,/places/148167/darmc-location-5533,148167,43.683289,"43.683289,4.433072",4.433072,CHR,"classical,hellenistic-republican,roman","-550.0,300.0",DARMC location 5533,cafdcfdf8320e8eb813e58d71dc1c6ad,Landform,Unlocated,Unlocated,,,400,,
"Gillies, S.","4.845556, 43.330833, 4.845556, 43.330833",2012-07-16T21:44:14Z,sgillies,0,"No more than the nominal mouth, as the Rhone ends in a delta",unknown,"{""type"": ""Point"", ""coordinates"": [4.845556, 43.330833]}",mouth-of-river,precise,representative,2100,1700,2012-07-16T22:12:22Z,/places/148168/mouth-of-river,148168,43.330833,"43.330833,4.845556",4.845556,M,modern,"1700.0,2100.0",Mouth of river,1ed7c3bbdad0f9d565d430e3c1b02da5,Landform,Europe,Germany,,,400,1523,535
"Gillies, S.","8.376333, 46.572, 8.376333, 46.572",2012-07-16T21:52:13Z,sgillies,0,At the Rhone glacier,unknown,"{""type"": ""Point"", ""coordinates"": [8.376333, 46.572]}",source-of-river,precise,representative,2100,1700,2012-07-16T22:12:23Z,/places/148168/source-of-river,148168,46.572,"46.572,8.376333",8.376333,M,modern,"1700.0,2100.0",Source of river,ce3b2124d17068039584f8814b53e95f,Landform,Europe,Germany,,,400,1523,535
"Becker, J.","4.5982055, 43.3340751, 8.3836862, 46.5789755",2017-10-11T18:47:30Z,jbecker,1,Representative location of the modern river basin based on OpenStreetMap.,river,"{""type"": ""Polygon"", ""coordinates"": [[[4.843741, 43.3340751], [4.8376012, 43.3383096], [4.7539564, 43.408661], [4.7346327, 43.4274201], [4.7343548, 43.4277243], [4.6005812, 43.6468164], [4.5987486, 43.6504008], [4.5982055, 43.6531262], [4.5982217, 43.6561087], [4.6469271, 44.3512809], [4.7415779, 45.4162689], [4.7417153, 45.4173399], [4.7417679, 45.4176053], [4.7764693, 45.5870636], [4.7765666, 45.5875385], [4.7766267, 45.5877535], [4.8205959, 45.7342255], [4.840051, 45.7738527], [4.8426717, 45.7788489], [4.8433645, 45.7799417], [4.8439493, 45.7807797], [4.8445018, 45.7814082], [4.8458536, 45.7826203], [4.8471572, 45.7837651], [4.8481067, 45.7843487], [4.8493405, 45.7850707], [4.8496033, 45.7852203], [4.8509766, 45.785875], [6.2954988, 46.3843615], [6.3703574, 46.4081299], [6.3969965, 46.4146187], [6.502194, 46.4402427], [8.3833825, 46.5789755], [8.3836862, 46.5781736], [8.3810074, 46.572395], [8.3807419, 46.5718654], [8.3805636, 46.5715099], [8.3598903, 46.5384509], [8.3592133, 46.537565], [4.843741, 43.3340751]]]}",osm-location-of-rhone-river,precise,representative,2100,1700,2019-06-16T15:23:07Z,/places/148168/osm-location-of-rhone-river,148168,45.4827319,"45.4827319029,5.78470758544",5.784707585,M,modern,"1700.0,2100.0",OSM location of Rhone (river),e959170778fd4f21906804cb12b9dc25,Water Source,Europe,Germany,,,400,1523,535
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","5.347325, 43.663426, 5.347325, 43.663426",2011-03-04T22:29:09Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [5.347325, 43.663426]}",darmc-location-16171,precise,representative,300,-30,2012-02-14T21:30:31Z,/places/148169/darmc-location-16171,148169,43.663426,"43.663426,5.347325",5.347325,R,roman,"-30.0,300.0",DARMC location 16171,b7192e42d6a2ca5188ff879c783c73f2,Landform,Unlocated,Unlocated,,,400,,
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","3.789635, 43.534819, 3.789635, 43.534819",2011-03-04T22:26:29Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [3.789635, 43.534819]}",darmc-location-6419,precise,representative,-30,-550,2012-02-14T21:30:31Z,/places/148170/darmc-location-6419,148170,43.534819,"43.534819,3.789635",3.789635,CH,"classical,hellenistic-republican","-550.0,-30.0",DARMC location 6419,a5bcc0d5fa706d9593497fdee9438e2f,Landform,Europe,Austria,,,400,1523,535
"Ã…hlfeldt, J.","3.8089, 43.5553, 3.8089, 43.5553",2012-10-20T19:20:59Z,jahlfeldt,0,"Representative point location, site precision",settlement,"{""type"": ""Point"", ""coordinates"": [3.8089, 43.5553]}",dare-location,precise,representative,-30,-550,2012-10-20T19:21:01Z,/places/148170/dare-location,148170,43.5553,"43.5553,3.8089",3.8089,CH,"classical,hellenistic-republican","-550.0,-30.0",DARE Location,d90ca1300eaac811f0974e224882cbd5,Water Source,Unlocated,Unlocated,,,400,,
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","4.226382, 43.799601, 4.226382, 43.799601",2011-08-02T21:06:44Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [4.226382, 43.799601]}",darmc-location-10951,precise,representative,-30,-750,2012-02-14T21:30:32Z,/places/148171/darmc-location-10951,148171,43.799601,"43.799601,4.226382",4.226382,ACH,"archaic,classical,hellenistic-republican","-750.0,-30.0",DARMC location 10951,1a7e275b86c07e4106d3d34f1ab91395,Water Source,Europe,Switzerland,,,400,1523,535
"Loseby, S., D. R. Talbert, T. Elliott, S. Gillies","5.307481, 43.515438, 5.307481, 43.515438",2011-03-04T22:24:08Z,S. Loseby,2,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [5.307481, 43.515438]}",darmc-location-952,precise,representative,-30,-330,2012-02-14T21:30:32Z,/places/148172/darmc-location-952,148172,43.515438,"43.515438,5.307481",5.307481,H,hellenistic-republican,"-330.0,-30.0",DARMC location 952,392671f782f61d235e0ed959942f0616,Water Source,Europe,Austria,,,400,1523,535
