description,featureType,locationPrecision,locationType,TypesOfFeature,country,noOfFeaturesBuiltByHuman,natureFeatures,continent,eras,deltaAge,reprLat,reprLong,minDate,maxDate
"1:500,000 scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.",unknown,precise,representative,Landform,Unlocated,,,Africa,The Iron Age,1390,30.966654,32.48333,-750,640
,unknown,rough,representative,Small comunities,Italy,1523,,Africa,Classical Era,970,29.75,31.25,-330,640
,unknown,rough,representative,Small comunities,France,1523,,Africa,Classical Era,670,30.75,30.75,-30,640
"Representative point location, village precision",settlement,precise,representative,Cultural Construction,Italy,1523,,Africa,The Iron Age,1390,30.900306,30.592078,-750,640
,unknown,rough,representative,Small comunities,Italy,1523,,Africa,Classical Era,670,31.25,31.75,-30,640
,unknown,rough,representative,Construction,Iran,412,,Africa,Classical Era,340,30.75,30.25,300,640
500K scale point location,unknown,precise,representative,Small comunities,Italy,1523,,Africa,Classical Era,670,31.358242,30.92746,-30,640
,unknown,rough,representative,Small comunities,Unlocated,,,Africa,Classical Era,630,30.25,31.25,-330,300
500K scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Africa,Classical Era,630,31.205016,30.550273,-330,300
500K scale point location,unknown,precise,representative,Small comunities,Italy,1523,,Africa,Classical Era,850,31.465968,30.410712,-550,300
Location based on OpenStreetMap,hill,precise,representative,Construction,Unlocated,,,Europe,Early Modern Era,400,42.4389588,11.3544855,1700,2100
Representative location of extant portions of the Greek wall of Neapolis based on OpenStreetMap. These wall remains are located in the southern area of Piazza Vincenzo Bellini.,city-wall,precise,representative,Cultural Construction,Unlocated,,,Europe,Classical Era,630,40.8497821,14.2520542,-330,300
Representative location based on OpenStreetMap.,theatre,precise,representative,Cultural Construction,Italy,1523,,Europe,Classical Era,330,40.8523132,14.2565231,-30,300
"Coordinates following GeoHack and confirmed by assertions made in Bagg, Assyrer, and Westland",mountain,precise,representative,Port,Italy,1523,,Europe,Modern Era ,99,37.248,34.3643,2000,2099
Coordinates derived from OSM; verified in Google Earth 2013.,"cave,sanctuary,",precise,"representative,",Port,Unlocated,,,Europe,Classical Era,630,40.8349539,14.0766539,-330,300
Location based on OpenStreetMap,"settlement,",precise,representative,Landform,Unlocated,,,Europe,The Bronze Age,2000,39.8537366,25.3430314,-3000,-1000
"Point representing the location of the Monastery of the Holy Cross at Soradir or Dzoradir, derived from an OpenStreetMap Node.",church-2,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,1623,38.2629022,44.2523601,300,1923
500K scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,850,36.741666,24.469155,-550,300
500K scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,The Iron Age,420,37.332128,22.416759,-750,-330
500K scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,340,36.718199,24.534637,300,640
,unknown,rough,representative,Small comunities,Unlocated,,,Europe,,0,37.75,22.25,,
,unknown,rough,representative,Small comunities,United Arab Emirates,,,Europe,,0,37.25,23.25,,
1:1 million scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.,unknown,precise,representative,Small comunities,Unlocated,,,Europe,The Iron Age,1050,37.657304,24.312764,-750,300
placement based on Barrington Atlas location.,"cape,",precise,representative,Small comunities,Unlocated,,,Europe,Early Modern Era,400,36.951,21.658,1700,2100
,unknown,rough,representative,Small comunities,Unlocated,,,Europe,,0,37.25,21.75,,
Location based on OpenStreetMap,island,precise,representative,Small comunities,Unlocated,,,Europe,Early Modern Era,400,36.754112,22.5739681,1700,2100
,unknown,rough,representative,Small comunities,Unlocated,,,Europe,,0,38.25,22.75,,
,unknown,rough,representative,Small comunities,Unlocated,,,Europe,The Iron Age,1390,37.25,22.75,-750,640
Point representing the approximate center of the visibly excavated portion of the Tell el-Hayyat site.,settlement,precise,representative,Small comunities,Egypt,166,,Africa,The Stone Age,1900,32.420818,35.577221,-3300,-1400
Location based on OpenStreetMap,city-gate,precise,representative,Small comunities,Unlocated,,,Europe,The Iron Age,180,36.4969081,43.2415394,-720,-540
Location based on OpenStreetMap,city-gate,precise,representative,Small comunities,Unlocated,,,Europe,The Iron Age,180,36.5078608,43.2303867,-720,-540
"Representative point location, derived from analysis of imagery in Google Earth.",,precise,representative,Small comunities,Sweden,1523,,Europe,Classical Era,2130,41.008548,28.979938,-30,2100
"The Temple of Artemis, the central element of the extramural sanctuary of Artemis at Ephesus, was considered one of the Seven Wonders of the Ancient World.","temple-2,",precise,,Small comunities,Egypt,166,,Europe,The Iron Age,1390,37.9497311,27.363807,-750,640
Representative location based on OpenStreetMap.,arch,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,670,41.89283373,12.48473887,-30,640
Location based on OpenStreetMap,"plaza,basilica,",precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,330,51.6120224,-2.7683122,-30,300
Representative location based on OpenStreetMap.,"amphitheatre,",precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,330,45.1831921,0.7133087,-30,300
Location based on OpenStreetMap,"amphitheatre,",precise,"representative,",Forts,Unlocated,,,Europe,Classical Era,330,44.8737007,13.8498543,-30,300
Representative location based on OpenStreetMap.,villa,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,630,41.8146397,12.4148208,-330,300
Location based on OpenStreetMap,unknown,precise,representative,Small comunities,Unlocated,,,Not enough data,The Bronze Age,400,33.2937821,44.4820386,-2000,-1600
Representative point location based on OpenStreetMap.,"temple-2,",precise,representative,Small comunities,Turkey,412,,Europe,The Iron Age,420,37.5884372,12.8344342,-750,-330
"1:500,000 scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.",unknown,precise,representative,Small comunities,Unlocated,,,Africa,Classical Era,340,31.417068,31.812588,300,640
500K scale point location,unknown,precise,representative,Landform,Unlocated,,,Africa,Classical Era,970,31.054465,30.314872,-330,640
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,Classical Era,630,,,-330,300
,unknown,unlocated,representative,Small comunities,Egypt,166,,Africa,Classical Era,850,,,-550,300
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,Classical Era,970,,,-330,640
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,Classical Era,630,,,-330,300
,unknown,unlocated,representative,Small comunities,Egypt,166,,Africa,Classical Era,850,,,-550,300
,unknown,unlocated,representative,Small comunities,Egypt,166,,Africa,Classical Era,520,,,-550,-30
,unknown,unlocated,representative,Small comunities,Egypt,166,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,Classical Era,330,,,-30,300
500K scale point location,unknown,precise,representative,Cultural Construction,Unlocated,,,Africa,Classical Era,630,29.36827,30.851786,-330,300
,unknown,rough,representative,Small comunities,Unlocated,,,Africa,Classical Era,970,29.25,30.75,-330,640
500K scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Africa,Classical Era,330,28.227687,32.402208,-30,300
500K scale point location,unknown,precise,representative,Small comunities,Egypt,166,,Africa,Classical Era,970,29.250259,31.086541,-330,640
500K scale point location,unknown,precise,representative,Small comunities,Egypt,166,,Africa,Classical Era,970,28.953888,31.028491,-330,640
500K scale point location,unknown,precise,representative,Small comunities,Egypt,166,,Africa,Classical Era,630,29.253514,30.895832,-330,300
representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.,unknown,precise,representative,Small comunities,Unlocated,,,Africa,Classical Era,970,29.085459,30.934614,-330,640
500K scale point location,unknown,precise,representative,Cultural Construction,Egypt,166,,Africa,Classical Era,670,28.859604,30.842959,-30,640
"Representative point location, site precision",settlement,precise,representative,Cultural Construction,Egypt,166,,Africa,Classical Era,970,29.518045,30.904174,-330,640
500K scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Africa,Classical Era,970,29.164332,30.536904,-330,640
"Representative point location, site precision","temple-2,",precise,"representative,",Small comunities,United Kingdom,1523,,Africa,Classical Era,850,29.27412,30.898765,-550,300
,unknown,rough,representative,Small comunities,Unlocated,,,Africa,Classical Era,970,28.25,30.75,-330,640
,unknown,rough,representative,Forts,Unlocated,,,Africa,Classical Era,970,29.75,31.25,-330,640
verified in Google Earth 2013.,"lake,",precise,representative,Small comunities,Unlocated,,,Africa,Early Modern Era,400,29.453611,30.580833,1700,2100
500K scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Africa,Classical Era,670,29.074883,31.027714,-30,640
500K scale point location,unknown,precise,representative,Small comunities,United Kingdom,1523,,Africa,Classical Era,340,29.011096,30.928899,300,640
"Representative point location, site precision",settlement,precise,representative,Small comunities,United Kingdom,1523,,Africa,Classical Era,1190,28.542574,30.65172,-550,640
500K scale point location,unknown,precise,representative,Small comunities,United Kingdom,1523,,Africa,Classical Era,970,28.595648,30.691337,-330,640
500K scale point location,unknown,precise,representative,Small comunities,United Kingdom,1523,,Africa,Classical Era,970,29.693885,31.246691,-330,640
500K scale point location,unknown,precise,representative,Cultural Construction,United Kingdom,1523,,Africa,Classical Era,970,28.113288,30.699977,-330,640
representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.,unknown,precise,representative,Small comunities,United Kingdom,1523,,Africa,Classical Era,630,28.048272,30.674643,-330,300
500K scale point location,unknown,precise,representative,Small comunities,United Kingdom,1523,,Africa,Classical Era,970,28.509504,30.706236,-330,640
"Representative point location, site precision",settlement,precise,representative,Small comunities,United Kingdom,1523,,Africa,Classical Era,970,29.534945,30.668862,-330,640
500K scale point location,unknown,precise,representative,Cultural Construction,United Kingdom,1523,,Africa,Classical Era,970,28.690262,30.813912,-330,640
500K scale point location,unknown,precise,representative,Construction,United Kingdom,1523,,Africa,Classical Era,670,28.648193,30.844433,-30,640
500K scale point location,unknown,precise,representative,Cultural Construction,United Kingdom,1523,,Africa,Classical Era,970,28.033111,30.833315,-330,640
500K scale point location,unknown,precise,representative,Cultural Construction,Unlocated,,,Africa,Classical Era,970,28.769908,30.91132,-330,640
500K scale point location,unknown,precise,representative,Small comunities,United Kingdom,1523,,Africa,Classical Era,670,28.023569,30.708324,-30,640
500K scale point location,unknown,precise,representative,Small comunities,United Kingdom,1523,,Africa,Classical Era,630,28.189047,30.771322,-330,300
