,bbox,creators,description,featureType,geometry,id,locationPrecision,locationType,maxDate,minDate,reprLat,reprLatLong,reprLong,tags,timePeriods,timePeriodsKeys,timePeriodsRange,title,featureTypeRef,connectsWith,geoContext,hasConnectionsWith,DeltaAge,featureTypeRef1
"Becker, J.","7.8959408, 44.6847139, 7.8959408, 44.6847139",jbecker,Representative location based on an OpenStreetMap node that approximates what would have been the center of the arena.,amphitheatre,"{""type"": ""Point"", ""coordinates"": [7.8959408, 44.6847139]}",osm-location-of-roman-amphitheater,precise,representative,640,-30,44.6847139,"44.6847139,7.8959408",7.8959408,amphitheater,R,roman-early-empire-late-antique,"-30.0,640.0",OSM location of borgo Colosseo,amphitheatre,,on G̦k̤eada Is. TKY,,670,"amphitheatre,"
"Mckee, G.","43.3444517, 36.0928662, 43.3487842, 36.0958494",gmckee,"Polygon representing the location of the Fort Shalmaneser site, derived from an OpenStreetMap Way.",architecturalcomplex,"{""type"": ""Polygon"", ""coordinates"": [[[43.3445904, 36.0928662], [43.3444517, 36.093085], [43.3465519, 36.0958494], [43.3487842, 36.0950969], [43.3476747, 36.0932024], [43.3472124, 36.0929089], [43.3445904, 36.0928662]]]}",osm-location-of-fort-shalmaneser,precise,representative,-540,-1000,36.09407933,"36.0940793273,43.3466614293",43.34666143,,EN,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east","-1000.0,-540.0",OSM location of Fort Shalmaneser,architecturalcomplex,,Djelfa,,460,"architecturalcomplex,"
"Becker, J.","12.5161285, 41.8887439, 12.516458, 41.8891381",jbecker,Representative location based on OpenStreetMap,architecturalcomplex,"{""type"": ""Polygon"", ""coordinates"": [[[12.5161756, 41.8887439], [12.5161285, 41.888757], [12.5162933, 41.8889979], [12.5164126, 41.8891381], [12.516458, 41.8891181], [12.5164185, 41.8889523], [12.5163899, 41.8888884], [12.5163353, 41.8888277], [12.5161756, 41.8887439]]]}",osm-location-of-palazzo-sessoriano,precise,representative,640,-30,41.88892708,"41.8889270781,12.516315773",12.51631577,,RL,"roman,late-antique","-30.0,640.0",OSM location of Palazzo Sessoriano,architecturalcomplex,,"Kriz, TUN",,670,"architecturalcomplex,"
"Becker, J.","12.4851622, 41.8927883, 12.4856208, 41.893128",jbecker,Representative location based on OpenStreetMap.,"architecturalcomplex,","{""type"": ""Polygon"", ""coordinates"": [[[12.4853583, 41.8927883], [12.4851622, 41.8929544], [12.4854336, 41.893128], [12.4856208, 41.8929631], [12.4853583, 41.8927883]]]}",osm-location-of-curia-iulia,precise,representative,640,-30,41.89295909,"41.8929590886,12.4853921998",12.4853922,,RL,"roman,late-antique","-30.0,640.0",OSM location of Curia Iulia,architecturalcomplex,,La Meskiana,,670,"architecturalcomplex,"
"Becker, J., R. Horne","15.6501236, 38.1121369, 15.6501236, 38.1121369",jbecker,Representative location based on OpenStreetMap.,"architecturalcomplex,","{""type"": ""Point"", ""coordinates"": [15.6501236, 38.1121369]}",location-of-odeon-ekklesiasterion,precise,representative,-30,-330,38.1121369,"38.1121369,15.6501236",15.6501236,,H,hellenistic-republican,"-330.0,-30.0",OSM location of Od̬on/Ekklesiasterion,architecturalcomplex,214160492,,,300,"architecturalcomplex,"
"Becker, J.","12.5150843, 41.8876475, 12.5150843, 41.8876475",jbecker,Representative location based on OpenStreetMap.,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [12.5150843, 41.8876475]}",location-of-amphitheatrum-castrense,precise,representative,640,-30,41.8876475,"41.8876475,12.5150843",12.5150843,,RL,"roman,late-antique","-30.0,640.0",OSM location of Amphitheatre Castrense,amphitheatre,265817,,"26,591,623,608,765,700,000,000,000,000,000,000,000,000,000,000,000,000",670,"amphitheatre,"
"Becker, J.","9.1787564, 45.4574233, 9.1787564, 45.4574233",jbecker,Representative location based on OpenStreetMap.,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [9.1787564, 45.4574233]}",osm-location-of-roman-amphitheater,precise,representative,640,-30,45.4574233,"45.4574233,9.1787564",9.1787564,,R,roman-early-empire-late-antique,"-30.0,640.0",OSM location of Roman amphitheater,amphitheatre,423116,,,670,"amphitheatre,"
"Horst, M., E. Johnson, M. Horst, J. Becker, E. van Zanten, D. Parish, T. Elliott","25.269422, 37.396383, 25.269422, 37.396383",mhorst,The House of the Masks is visible through satellite imagery to the southeast of the theater at Delos. This has been confirmed through pictures and the archaeological plan. ,architecturalcomplex,"{""type"": ""Point"", ""coordinates"": [25.269422, 37.396383]}",imagery-location,precise,representative,-30,-330,37.396383,"37.396383,25.269422",25.269422,,H,hellenistic-republican,"-330.0,-30.0",Imagery location for the House of the Masks at Delos,architecturalcomplex,,,,300,"architecturalcomplex,"
"Becker, J., T. Elliott","10.988889, 45.44, 10.988889, 45.44",jbecker,A Roman arch built by the gens Gavia.,arch,"{""type"": ""Point"", ""coordinates"": [10.988889, 45.44]}",imagery-location-of-arco-dei-gavi,precise,representative,300,-30,45.44,"45.44,10.988889",10.988889,,R,roman,"-30.0,300.0",Imagery Location of Arco dei Gavi,arch,"433,032,824,486,497",,,330,"arch,"
"Becker, J.","53.1775289, 30.2026785, 53.1775289, 30.2026785",jbecker,"Residential Palace (""P"") is often regarded as the residence of Cyrus the Great. Location based on OpenStreetMap.","architecturalcomplex,","{""type"": ""Point"", ""coordinates"": [53.1775289, 30.2026785]}",location-of-residential-palace-p,precise,representative,-330,-540,30.2026785,"30.2026785,53.1775289",53.1775289,,A,achaemenid-middle-east,"-540.0,-330.0","OSM location of Residential Palace (""P"")",architecturalcomplex,442810,,,210,"architecturalcomplex,"
"Becker, J.","13.5890505, 37.298354, 13.5890505, 37.298354",jbecker,Representative location based on OpenStreetMap.,architecturalcomplex,"{""type"": ""Point"", ""coordinates"": [13.5890505, 37.298354]}",location-of-bouleuterion,precise,representative,-30,-550,37.298354,"37.298354,13.5890505",13.5890505,,CH,"classical,hellenistic-republican","-550.0,-30.0",OSM location of Bouleuterion,architecturalcomplex,265884,,,520,"architecturalcomplex,"
"Becker, J.","9.9058653, 36.3985209, 9.9058653, 36.3985209",jbecker,Representative location based on OpenStreetMap.,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [9.9058653, 36.3985209]}",osm-location-of-roman-amphitheater,precise,representative,300,-30,36.3985209,"36.3985209,9.9058653",9.9058653,,R,roman,"-30.0,300.0",OSM location of Roman amphitheater,amphitheatre,"652,350,658,378",,,330,"amphitheatre,"
"Becker, J.","34.8937367, 31.6084511, 34.8937367, 31.6084511",jbecker,Location based on OpenStreetMap,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [34.8937367, 31.6084511]}",osm-location-of-roman-amphitheater,precise,representative,300,-30,31.6084511,"31.6084511,34.8937367",34.8937367,,R,roman,"-30.0,300.0",OSM location of Roman amphitheater,amphitheatre,17658595,,,330,"amphitheatre,"
"Becker, J.","-0.2386057, 47.3352194, -0.2386057, 47.3352194",jbecker,Representative location based on OpenStreetMap.,amphitheatre,"{""type"": ""Point"", ""coordinates"": [-0.2386057, 47.3352194]}",location-of-roman-amphitheater,precise,representative,300,-30,47.3352194,"47.3352194,-0.2386057",-0.2386057,,R,roman,"-30.0,300.0",OSM location of Amphith̩atre gallo-romain,amphitheatre,195325998,,,330,"amphitheatre,"
"Becker, J.","-0.583166, 44.8478175, -0.583166, 44.8478175",jbecker,Representative location based on OpenStreetMap.,amphitheatre,"{""type"": ""Point"", ""coordinates"": [-0.583166, 44.8478175]}",location-of-roman-amphitheater,precise,representative,640,-30,44.8478175,"44.8478175,-0.583166",-0.583166,,RL,"roman,late-antique","-30.0,640.0","OSM location of so-called ""Palais Gallien""",amphitheatre,550497,,,670,"amphitheatre,"
"Becker, J.","9.5100632, 42.1008443, 9.5100632, 42.1008443",jbecker,Representative location based on OpenStreetMap.,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [9.5100632, 42.1008443]}",osm-location-of-roman-amphitheater,precise,representative,300,-30,42.1008443,"42.1008443,9.5100632",9.5100632,,R,roman,"-30.0,300.0",OSM location of Roman amphitheater,amphitheatre,462244,,,330,"amphitheatre,"
"Becker, J.","13.6937879, 37.9878085, 13.6937879, 37.9878085",jbecker,Location based on OpenStreetMap,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [13.6937879, 37.9878085]}",location-of-roman-amphitheater,precise,representative,300,-30,37.9878085,"37.9878085,13.6937879",13.6937879,,R,roman,"-30.0,300.0",OSM location of Roman amphitheater,amphitheatre,589748,,,330,"amphitheatre,"
"Becker, J.","8.8044188, 39.9931239, 8.8044188, 39.9931239",jbecker,Location based on OpenStreetMap,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [8.8044188, 39.9931239]}",osm-location-of-roman-amphitheater,precise,representative,300,-30,39.9931239,"39.9931239,8.8044188",8.8044188,,R,roman,"-30.0,300.0",OSM Location of Roman amphitheater,amphitheatre,922695,,,330,"amphitheatre,"
"Becker, J.","-1.07592, 51.3587939, -1.07592, 51.3587939",jbecker,Representative location based on OpenStreetMap.,amphitheatre,"{""type"": ""Point"", ""coordinates"": [-1.07592, 51.3587939]}",location-of-roman-amphitheater,precise,representative,300,-30,51.3587939,"51.3587939,-1.07592",-1.07592,,R,roman,"-30.0,300.0",OSM location of Roman amphitheater,amphitheatre,432921,,,330,"amphitheatre,"
"Dzhigova, D., J. Becker","23.7247805, 37.9728361, 23.7247805, 37.9728361",ddzhigova,Representative location based on a way derived from OpenStreetMap. Chronology following Miles 1998.,"architecturalcomplex,sanctuary,","{""type"": ""Point"", ""coordinates"": [23.7247805, 37.9728361]}",osm-location-of-the-city-eleusinion,precise,representative,-330,-550,37.9728361,"37.9728361,23.7247805",23.7247805,,C,classical,"-550.0,-330.0",OSM location of the City Eleusinion,"architecturalcomplex,sanctuary",154459219,Africa,,220,"architecturalcomplex,sanctuary,"
"Becker, J.","7.0428319, 45.1359744, 7.0429929, 45.1360624",jbecker,Representative location based on OpenStreetMap.,arch,"{""type"": ""Polygon"", ""coordinates"": [[[7.0429653, 45.1359744], [7.0428319, 45.1360082], [7.0428594, 45.1360624], [7.0429929, 45.1360286], [7.0429653, 45.1359744]]]}",osm-location-of-arco-di-ottaviano-augusto,precise,representative,300,-30,45.13601841,"45.1360184099,7.04291238731",7.042912387,,R,roman,"-30.0,300.0",OSM location of Arco di Ottaviano Augusto,arch,356966898,,,330,"arch,"
"Becker, J.","15.0851052, 37.5074627, 15.0851052, 37.5074627",jbecker,Representative location based on OpenStreetMap.,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [15.0851052, 37.5074627]}",location-of-roman-amphitheater,precise,representative,300,-30,37.5074627,"37.5074627,15.0851052",15.0851052,"extant remains, amphitheater",R,roman,"-30.0,300.0",OSM location of Roman amphitheater,amphitheatre,,,,330,"amphitheatre,"
"Becker, J., T. Elliott","9.7231783, 44.7848337, 9.7236986, 44.785262",jbecker,Location based on OpenStreetMap. Dates after BAtlas.,amphitheatre,"{""type"": ""Polygon"", ""coordinates"": [[[9.7233553, 44.7848337], [9.72324, 44.7849041], [9.7231783, 44.7850336], [9.7233097, 44.785182], [9.7235457, 44.785262], [9.7236745, 44.785222], [9.7236986, 44.7851097], [9.7235833, 44.7849193], [9.7234787, 44.7848508], [9.7233553, 44.7848337]]]}",osm-location-of-roman-amphitheater-outline,precise,representative,640,-30,44.78505208,"44.7850520752,9.72344707313",9.723447073,,RL,"roman,late-antique","-30.0,640.0",OSM Location of Roman amphitheater outline,amphitheatre,138458,,,670,"amphitheatre,"
"Becker, J.","12.7384818, 42.7379557, 12.7395966, 42.7389767",jbecker,Representative location based on OpenStreetMap.,amphitheatre,"{""type"": ""Polygon"", ""coordinates"": [[[12.7390236, 42.7379557], [12.7389041, 42.7379655], [12.7387732, 42.7380056], [12.7386448, 42.7380893], [12.7385458, 42.7382248], [12.7385339, 42.738274], [12.7385075, 42.7383834], [12.7384818, 42.738518], [12.7384869, 42.7385599], [12.7385188, 42.7386214], [12.7386155, 42.7387701], [12.7387348, 42.7388841], [12.7388849, 42.7389539], [12.7391285, 42.7389767], [12.7391839, 42.7389523], [12.7394245, 42.7387505], [12.739458, 42.7387061], [12.7395665, 42.7384553], [12.7395966, 42.738345], [12.7395612, 42.7382713], [12.7395151, 42.7382075], [12.7394249, 42.7381224], [12.7393789, 42.7380833], [12.7392336, 42.7380108], [12.7390965, 42.7379648], [12.7390236, 42.7379557]]]}",osm-location-of-anfiteatro-romano,precise,representative,640,-30,42.7384464,"42.7384463973,12.7390149981",12.739015,,RL,"roman,late-antique","-30.0,640.0",OSM location of Anfiteatro Romano,amphitheatre,432695,,,670,"amphitheatre,"
"Becker, J.","12.570964, 44.056947, 12.570964, 44.056947",jbecker,Coordinates after GeoHack.,arch,"{""type"": ""Point"", ""coordinates"": [12.570964, 44.056947]}",location-of-arch-of-augustus,precise,representative,300,-30,44.056947,"44.056947,12.570964",12.570964,,R,roman,"-30.0,300.0",Imagery location of Arch of Augustus,arch,433073,,,330,"arch,"
"Becker, J.","10.9935591, 45.4383707, 10.9951436, 45.4395625",jbecker,Representative location of the amphitheater based on an OpenStreetMap way that traces the visible exterior.,amphitheatre,"{""type"": ""Polygon"", ""coordinates"": [[[10.9945988, 45.4383707], [10.9944828, 45.4383743], [10.9943311, 45.4383897], [10.9941902, 45.4384277], [10.9940613, 45.4384785], [10.9939565, 45.4385331], [10.9938658, 45.438592], [10.9937831, 45.4386583], [10.9937086, 45.4387324], [10.9936502, 45.4388141], [10.9936124, 45.438879], [10.9935854, 45.4389477], [10.9935696, 45.439008], [10.9935591, 45.4390682], [10.9935591, 45.4391491], [10.9935806, 45.4392337], [10.9936347, 45.4393412], [10.9936954, 45.4394087], [10.9937856, 45.4394724], [10.9938421, 45.4395007], [10.9938995, 45.439525], [10.9940556, 45.4395619], [10.9942005, 45.4395625], [10.9942757, 45.4395593], [10.9943859, 45.439542], [10.9944898, 45.439518], [10.994626, 45.4394613], [10.9947231, 45.4394101], [10.9948159, 45.4393584], [10.9948872, 45.4393067], [10.9949644, 45.4392397], [10.9950362, 45.4391651], [10.9950878, 45.4390817], [10.9951179, 45.4389946], [10.9951436, 45.43885], [10.9951286, 45.4387136], [10.99506, 45.4385872], [10.9949843, 45.4385035], [10.9948644, 45.4384307], [10.994795, 45.4384008], [10.9947148, 45.4383822], [10.9945988, 45.4383707]]]}",osm-location-of-arena-di-verona,precise,representative,300,-30,45.43896759,"45.438967585,10.9943524778",10.99435248,,R,roman,"-30.0,300.0",OSM location of Arena di Verona,amphitheatre,433073,,,330,"amphitheatre,"
"Becker, J.","4.3591642, 43.8344266, 4.3591642, 43.8344266",jbecker,Representative location based on OpenStreetMap.,amphitheatre,"{""type"": ""Point"", ""coordinates"": [4.3591642, 43.8344266]}",location-of-roman-amphitheater,precise,representative,300,-30,43.8344266,"43.8344266,4.3591642",4.3591642,,R,roman,"-30.0,300.0",OSM location of Roman amphitheater,amphitheatre,639048,,,330,"amphitheatre,"
"Gillies, S., J. Becker","4.3592385, 43.8347538, 4.3592385, 43.8347538",sgillies,Representative point location based on OpenStreetMap.,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [4.3592385, 43.8347538]}",arenes,precise,representative,640,-30,43.8347538,"43.8347538,4.3592385",4.3592385,,RL,"roman,late-antique","-30.0,640.0",OSM location of westernmost point of Ar̬nes,amphitheatre,,,,670,"amphitheatre,"
"Becker, J.","35.5007655, 32.4979183, 35.5025463, 32.4990903",jbecker,Representative location based on OpenStreetMap.,amphitheatre,"{""type"": ""Polygon"", ""coordinates"": [[[35.50181, 32.4979183], [35.5008579, 32.4982224], [35.5007655, 32.4984276], [35.5008549, 32.4986823], [35.501126, 32.4990903], [35.5024447, 32.4985732], [35.5025463, 32.4984536], [35.5022721, 32.4979651], [35.50181, 32.4979183]]]}",osm-location-of-roman-amphitheatre,precise,representative,300,-30,32.49844911,"32.4984491071,35.501623231",35.50162323,,R,roman,"-30.0,300.0",OSM location of Roman Amphitheatre,amphitheatre,15685985,,,330,"amphitheatre,"
"Becker, J.","16.5918695, 38.806569, 16.5928244, 38.8072092",jbecker,Representative location based on OpenStreetMap,amphitheatre,"{""type"": ""Polygon"", ""coordinates"": [[[16.5923932, 38.806569], [16.5922256, 38.8065844], [16.5920735, 38.806625], [16.5919466, 38.8067109], [16.5918844, 38.8067893], [16.5918695, 38.8068669], [16.5918696, 38.8069659], [16.5919413, 38.8071007], [16.5920813, 38.8071881], [16.5922414, 38.8072092], [16.592401, 38.8071775], [16.5925519, 38.8071359], [16.5926843, 38.8070601], [16.59278, 38.8069598], [16.5928244, 38.806887], [16.5928113, 38.8068195], [16.5927911, 38.80675], [16.5927396, 38.8066847], [16.5926843, 38.8066434], [16.5925815, 38.8066003], [16.5923932, 38.806569]]]}",osm-location-of-anfiteatro-di-skilletion,precise,representative,300,-30,38.80688201,"38.8068820088,16.5923327902",16.59233279,,R,roman,"-30.0,300.0",OSM location of Anfiteatro di Skilletion,amphitheatre,15685985,,,330,"amphitheatre,"
"Becker, J., T. Elliott","16.5923292, 38.8068878, 16.5923292, 38.8068878",jbecker,"Point location, based on Open Streetmap, of the centerpoint of the theater.",amphitheatre,"{""type"": ""Point"", ""coordinates"": [16.5923292, 38.8068878]}",osm-location-centerpoint,precise,representative,300,-30,38.8068878,"38.8068878,16.5923292",16.5923292,,R,roman,"-30.0,300.0",OSM location of centerpoint,amphitheatre,15685985,,,330,"amphitheatre,"
"Becker, J.","17.3912795, 40.8880492, 17.3912795, 40.8880492",jbecker,Representative location based on OpenStreetMap.,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [17.3912795, 40.8880492]}",location-of-roman-amphitheater,precise,representative,300,-30,40.8880492,"40.8880492,17.3912795",17.3912795,,R,roman,"-30.0,300.0",OSM location of Roman amphitheater,amphitheatre,15685985,,,330,"amphitheatre,"
"Becker, J.","18.1480175, 40.3335115, 18.1480175, 40.3335115",jbecker,Location based on OpenStreetMap,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [18.1480175, 40.3335115]}",osm-location-of-roman-amphitheater,precise,representative,300,-30,40.3335115,"40.3335115,18.1480175",18.1480175,,R,roman,"-30.0,300.0",OSM location of Roman amphitheater,amphitheatre,15685985,,,330,"amphitheatre,"
"Becker, J.","14.309674, 32.6319372, 14.309674, 32.6319372",jbecker,Representative location based on OpenStreetMap.,amphitheatre,"{""type"": ""Point"", ""coordinates"": [14.309674, 32.6319372]}",location-of-roman-amphitheater,precise,representative,640,-30,32.6319372,"32.6319372,14.309674",14.309674,,RL,"roman,late-antique","-30.0,640.0",OSM location of Roman amphitheater,amphitheatre,15685985,,,670,"amphitheatre,"
